,Número de Mesa,Nombre del Cliente,Número de Comensales,Mesero Asignado,Tipo de Servicio,Método de Pago,Propina,Estado de la Mesa,Número de Orden,País de Origen,Platos Ordenados,Fecha de Factura,Hora de Llegada,Hora de Salida,Monto Total,Tiempo de Preparación,Tiempo en la Mesa,Tiempo de Permanencia,Tiempo de Degustación,La Cuenta fue Cobrada
415,20,Cliente_958,2,Mesero_1,Cena,Tarjeta de crédito,12.9,Reservada,416,Uruguay,Plato_1,05/04/2023,03:03:00,06:37:00,25,0 days 00:09:00,0 days 03:34:00,0 days 03:34:00,0 days 03:25:00,Si
416,7,Cliente_395,2,Mesero_2,Cena,Tarjeta de crédito,35.08,Libre,417,Venezuela,"Plato_9, Plato_20, Plato_12, Plato_6",05/04/2023,03:25:00,04:33:00,142,0 days 02:04:00,0 days 01:08:00,0 days 01:08:00,-1 days +23:04:00,No
417,17,Cliente_287,4,Mesero_3,Cena,Tarjeta de crédito,35.51,Reservada,418,España,"Plato_1, Plato_17",05/04/2023,00:52:00,03:31:00,118,0 days 03:30:00,0 days 02:39:00,0 days 02:39:00,-1 days +23:09:00,No
418,11,Cliente_479,4,Mesero_5,Almuerzo,Tarjeta de crédito,14.09,Ocupada,419,Argentina,"Plato_18, Plato_11",05/04/2023,03:14:00,05:43:00,67,0 days 01:04:00,0 days 02:29:00,0 days 02:44:00,0 days 01:40:00,Si
419,18,Cliente_33,6,Mesero_2,Almuerzo,Tarjeta de crédito,31.49,Ocupada,420,Bolivia,"Plato_18, Plato_3, Plato_1, Plato_15",05/04/2023,02:18:00,05:29:00,242,0 days 03:40:00,0 days 03:11:00,0 days 03:26:00,-1 days +23:46:00,No
420,10,Cliente_160,1,Mesero_1,Almuerzo,Tarjeta de crédito,17.57,Ocupada,421,Chile,"Plato_17, Plato_4",05/04/2023,01:37:00,04:07:00,85,0 days 02:57:00,0 days 02:30:00,0 days 02:45:00,-1 days +23:48:00,No
421,12,Cliente_109,6,Mesero_2,Almuerzo,Tarjeta de crédito,39.72,Reservada,422,España,"Plato_10, Plato_19",05/04/2023,00:36:00,03:09:00,88,0 days 00:41:00,0 days 02:33:00,0 days 02:33:00,0 days 01:52:00,Si
422,4,Cliente_151,2,Mesero_1,Almuerzo,Efectivo,34.13,Libre,423,Ecuador,"Plato_16, Plato_15",05/04/2023,02:34:00,04:57:00,152,0 days 01:09:00,0 days 02:23:00,0 days 02:23:00,0 days 01:14:00,Si
423,13,Cliente_342,3,Mesero_2,Cena,Efectivo,11.02,Reservada,424,Colombia,"Plato_5, Plato_6",05/04/2023,01:08:00,03:17:00,147,0 days 04:24:00,0 days 02:09:00,0 days 02:09:00,-1 days +21:45:00,No
424,18,Cliente_332,3,Mesero_2,Almuerzo,Tarjeta de crédito,49.43,Reservada,425,Perú,Plato_12,05/04/2023,01:24:00,03:45:00,19,0 days 00:28:00,0 days 02:21:00,0 days 02:21:00,0 days 01:53:00,Si
425,5,Cliente_689,2,Mesero_4,Almuerzo,Tarjeta de crédito,47.8,Reservada,426,Brasil,"Plato_11, Plato_16, Plato_1, Plato_19",05/04/2023,03:11:00,05:02:00,247,0 days 04:31:00,0 days 01:51:00,0 days 01:51:00,-1 days +21:20:00,No
426,2,Cliente_953,4,Mesero_2,Almuerzo,Efectivo,43.74,Libre,427,Bolivia,"Plato_1, Plato_8, Plato_14, Plato_12",05/04/2023,02:34:00,03:43:00,206,0 days 05:42:00,0 days 01:09:00,0 days 01:09:00,-1 days +19:27:00,No
427,7,Cliente_518,5,Mesero_4,Desayuno,Tarjeta de crédito,15.6,Reservada,428,Ecuador,"Plato_20, Plato_14, Plato_1, Plato_17",05/04/2023,03:18:00,06:03:00,175,0 days 04:34:00,0 days 02:45:00,0 days 02:45:00,-1 days +22:11:00,No
428,8,Cliente_348,1,Mesero_4,Almuerzo,Tarjeta de crédito,10.95,Reservada,429,Brasil,Plato_10,05/04/2023,00:10:00,03:46:00,78,0 days 01:21:00,0 days 03:36:00,0 days 03:36:00,0 days 02:15:00,Si
429,7,Cliente_259,3,Mesero_4,Almuerzo,Tarjeta de débito,42.09,Reservada,430,Venezuela,Plato_1,05/04/2023,02:21:00,03:59:00,25,0 days 00:49:00,0 days 01:38:00,0 days 01:38:00,0 days 00:49:00,Si
430,15,Cliente_243,5,Mesero_5,Almuerzo,Tarjeta de crédito,39.82,Libre,431,Argentina,Plato_2,05/04/2023,03:33:00,07:25:00,60,0 days 00:40:00,0 days 03:52:00,0 days 03:52:00,0 days 03:12:00,Si
431,10,Cliente_869,2,Mesero_4,Cena,Tarjeta de crédito,18.71,Libre,432,Colombia,"Plato_3, Plato_13, Plato_16",05/04/2023,03:31:00,05:54:00,109,0 days 01:46:00,0 days 02:23:00,0 days 02:23:00,0 days 00:37:00,Si
432,10,Cliente_306,4,Mesero_4,Almuerzo,Tarjeta de crédito,45.77,Reservada,433,Bolivia,"Plato_2, Plato_7",05/04/2023,01:14:00,03:09:00,102,0 days 01:50:00,0 days 01:55:00,0 days 01:55:00,0 days 00:05:00,Si
433,15,Cliente_842,4,Mesero_4,Almuerzo,Tarjeta de crédito,37.15,Reservada,434,Bolivia,"Plato_10, Plato_5",05/04/2023,00:15:00,03:55:00,96,0 days 01:56:00,0 days 03:40:00,0 days 03:40:00,0 days 01:44:00,Si
434,17,Cliente_349,6,Mesero_5,Almuerzo,Tarjeta de crédito,30.48,Ocupada,435,España,"Plato_10, Plato_13, Plato_2",05/04/2023,03:53:00,06:01:00,154,0 days 03:42:00,0 days 02:08:00,0 days 02:23:00,-1 days +22:41:00,No
435,10,Cliente_316,3,Mesero_5,Almuerzo,Tarjeta de crédito,10.14,Ocupada,436,Brasil,Plato_16,05/04/2023,00:12:00,04:04:00,56,0 days 01:30:00,0 days 03:52:00,0 days 04:07:00,0 days 02:37:00,Si
436,16,Cliente_600,6,Mesero_3,Almuerzo,Tarjeta de crédito,12.56,Reservada,437,Paraguay,Plato_8,05/04/2023,03:02:00,05:25:00,70,0 days 01:42:00,0 days 02:23:00,0 days 02:23:00,0 days 00:41:00,Si
437,2,Cliente_732,1,Mesero_1,Almuerzo,Tarjeta de crédito,19.3,Libre,438,Argentina,Plato_11,05/04/2023,03:58:00,07:33:00,33,0 days 00:51:00,0 days 03:35:00,0 days 03:35:00,0 days 02:44:00,Si
438,15,Cliente_807,1,Mesero_3,Cena,Tarjeta de crédito,25.56,Libre,439,Bolivia,"Plato_11, Plato_10",05/04/2023,00:00:00,01:23:00,177,0 days 03:12:00,0 days 01:23:00,0 days 01:23:00,-1 days +22:11:00,No
439,13,Cliente_900,1,Mesero_2,Almuerzo,Tarjeta de crédito,38.85,Ocupada,440,Argentina,"Plato_14, Plato_12",05/04/2023,01:59:00,05:48:00,84,0 days 01:30:00,0 days 03:49:00,0 days 04:04:00,0 days 02:34:00,Si
440,13,Cliente_143,6,Mesero_2,Almuerzo,Efectivo,23.31,Ocupada,441,España,"Plato_8, Plato_10",05/04/2023,01:04:00,03:23:00,183,0 days 04:30:00,0 days 02:19:00,0 days 02:34:00,-1 days +22:04:00,No
441,15,Cliente_405,3,Mesero_4,Cena,Tarjeta de crédito,21.07,Ocupada,442,Uruguay,"Plato_18, Plato_1, Plato_19",05/04/2023,02:04:00,03:18:00,235,0 days 04:39:00,0 days 01:14:00,0 days 01:29:00,-1 days +20:50:00,No
442,4,Cliente_332,2,Mesero_2,Almuerzo,Tarjeta de débito,14.48,Libre,443,Venezuela,"Plato_14, Plato_15, Plato_10, Plato_16",05/04/2023,01:15:00,03:14:00,217,0 days 05:01:00,0 days 01:59:00,0 days 01:59:00,-1 days +20:58:00,No
443,8,Cliente_894,5,Mesero_1,Almuerzo,Tarjeta de crédito,25.26,Libre,444,Argentina,"Plato_14, Plato_7",05/04/2023,03:23:00,06:08:00,95,0 days 02:59:00,0 days 02:45:00,0 days 02:45:00,-1 days +23:46:00,No
444,6,Cliente_473,5,Mesero_1,Desayuno,Tarjeta de crédito,14.28,Libre,445,Paraguay,Plato_6,05/04/2023,01:01:00,03:09:00,81,0 days 01:18:00,0 days 02:08:00,0 days 02:08:00,0 days 00:50:00,Si
445,12,Cliente_606,2,Mesero_1,Almuerzo,Tarjeta de crédito,35.24,Libre,446,Ecuador,Plato_13,05/04/2023,02:48:00,06:13:00,21,0 days 00:08:00,0 days 03:25:00,0 days 03:25:00,0 days 03:17:00,Si
446,8,Cliente_404,2,Mesero_4,Cena,Tarjeta de crédito,28.68,Libre,447,España,"Plato_3, Plato_12, Plato_16",05/04/2023,03:53:00,07:24:00,181,0 days 03:49:00,0 days 03:31:00,0 days 03:31:00,-1 days +23:42:00,No
447,4,Cliente_216,5,Mesero_4,Cena,Tarjeta de crédito,35.68,Ocupada,448,Venezuela,"Plato_12, Plato_11",05/04/2023,00:07:00,03:35:00,137,0 days 02:52:00,0 days 03:28:00,0 days 03:43:00,0 days 00:51:00,Si
448,3,Cliente_717,3,Mesero_3,Almuerzo,Efectivo,42.25,Ocupada,449,Brasil,Plato_15,05/04/2023,03:25:00,05:02:00,64,0 days 01:06:00,0 days 01:37:00,0 days 01:52:00,0 days 00:46:00,Si
449,9,Cliente_783,6,Mesero_3,Almuerzo,Tarjeta de crédito,48.9,Ocupada,450,Bolivia,"Plato_4, Plato_19",05/04/2023,03:51:00,05:01:00,72,0 days 00:47:00,0 days 01:10:00,0 days 01:25:00,0 days 00:38:00,Si
450,3,Cliente_240,1,Mesero_5,Desayuno,Tarjeta de crédito,46.37,Libre,451,Bolivia,"Plato_8, Plato_14, Plato_18",05/04/2023,01:17:00,02:26:00,92,0 days 01:43:00,0 days 01:09:00,0 days 01:09:00,-1 days +23:26:00,No
451,9,Cliente_589,1,Mesero_4,Almuerzo,Tarjeta de crédito,43.48,Reservada,452,Uruguay,"Plato_17, Plato_5, Plato_13",05/04/2023,02:53:00,05:19:00,158,0 days 04:17:00,0 days 02:26:00,0 days 02:26:00,-1 days +22:09:00,No
452,6,Cliente_284,1,Mesero_2,Desayuno,Tarjeta de crédito,36.83,Libre,453,Chile,"Plato_18, Plato_15",05/04/2023,03:42:00,05:07:00,130,0 days 03:36:00,0 days 01:25:00,0 days 01:25:00,-1 days +21:49:00,No
453,1,Cliente_342,3,Mesero_1,Almuerzo,Tarjeta de crédito,39.62,Libre,454,Colombia,"Plato_6, Plato_12, Plato_19, Plato_1",05/04/2023,03:26:00,04:53:00,233,0 days 05:24:00,0 days 01:27:00,0 days 01:27:00,-1 days +20:03:00,No
454,12,Cliente_665,6,Mesero_5,Desayuno,Tarjeta de débito,19.7,Reservada,455,Colombia,Plato_7,05/04/2023,03:58:00,05:54:00,48,0 days 00:22:00,0 days 01:56:00,0 days 01:56:00,0 days 01:34:00,Si
455,13,Cliente_207,6,Mesero_4,Almuerzo,Tarjeta de crédito,21.94,Libre,456,Argentina,"Plato_20, Plato_18",05/04/2023,02:12:00,05:15:00,148,0 days 02:22:00,0 days 03:03:00,0 days 03:03:00,0 days 00:41:00,Si
456,18,Cliente_531,6,Mesero_2,Almuerzo,Efectivo,17.26,Reservada,457,Bolivia,"Plato_11, Plato_12",05/04/2023,03:48:00,07:32:00,137,0 days 02:39:00,0 days 03:44:00,0 days 03:44:00,0 days 01:05:00,Si
457,4,Cliente_420,3,Mesero_4,Almuerzo,Tarjeta de crédito,15.21,Ocupada,458,Bolivia,"Plato_16, Plato_18, Plato_11, Plato_5",05/04/2023,02:41:00,04:21:00,268,0 days 03:26:00,0 days 01:40:00,0 days 01:55:00,-1 days +22:29:00,No
458,20,Cliente_989,1,Mesero_1,Almuerzo,Tarjeta de crédito,32.77,Ocupada,459,Argentina,Plato_16,05/04/2023,00:24:00,02:12:00,84,0 days 01:30:00,0 days 01:48:00,0 days 02:03:00,0 days 00:33:00,Si
459,19,Cliente_964,6,Mesero_4,Cena,Tarjeta de crédito,49.6,Libre,460,Ecuador,"Plato_16, Plato_10, Plato_1, Plato_7",05/04/2023,03:27:00,06:56:00,176,0 days 03:53:00,0 days 03:29:00,0 days 03:29:00,-1 days +23:36:00,No
460,4,Cliente_421,3,Mesero_5,Cena,Efectivo,21.51,Libre,461,Perú,"Plato_8, Plato_9",05/04/2023,02:43:00,05:55:00,99,0 days 01:44:00,0 days 03:12:00,0 days 03:12:00,0 days 01:28:00,Si
461,9,Cliente_27,2,Mesero_2,Almuerzo,Tarjeta de crédito,21.17,Reservada,462,España,Plato_11,05/04/2023,02:12:00,04:27:00,99,0 days 00:33:00,0 days 02:15:00,0 days 02:15:00,0 days 01:42:00,Si
462,7,Cliente_194,2,Mesero_2,Almuerzo,Tarjeta de débito,17.07,Ocupada,463,Paraguay,Plato_17,05/04/2023,00:53:00,03:13:00,93,0 days 00:42:00,0 days 02:20:00,0 days 02:35:00,0 days 01:53:00,Si
463,16,Cliente_440,1,Mesero_4,Almuerzo,Tarjeta de crédito,48.5,Reservada,464,Chile,"Plato_10, Plato_6, Plato_5",05/04/2023,01:21:00,04:39:00,154,0 days 03:28:00,0 days 03:18:00,0 days 03:18:00,-1 days +23:50:00,No
464,4,Cliente_876,2,Mesero_1,Almuerzo,Tarjeta de crédito,44.9,Ocupada,465,Uruguay,"Plato_1, Plato_14",05/04/2023,01:11:00,03:38:00,121,0 days 02:37:00,0 days 02:27:00,0 days 02:42:00,0 days 00:05:00,Si
465,4,Cliente_365,1,Mesero_1,Almuerzo,Tarjeta de crédito,26.63,Libre,466,Bolivia,"Plato_5, Plato_2, Plato_16",05/04/2023,01:54:00,04:20:00,140,0 days 04:09:00,0 days 02:26:00,0 days 02:26:00,-1 days +22:17:00,No
466,15,Cliente_185,3,Mesero_1,Almuerzo,Tarjeta de débito,42.31,Reservada,467,Perú,"Plato_11, Plato_5",05/04/2023,02:42:00,04:14:00,143,0 days 02:37:00,0 days 01:32:00,0 days 01:32:00,-1 days +22:55:00,No
467,14,Cliente_558,6,Mesero_2,Desayuno,Tarjeta de crédito,14.28,Reservada,468,Argentina,"Plato_12, Plato_3, Plato_16",05/04/2023,02:59:00,05:45:00,106,0 days 01:57:00,0 days 02:46:00,0 days 02:46:00,0 days 00:49:00,Si
468,1,Cliente_535,2,Mesero_1,Cena,Tarjeta de crédito,25.26,Reservada,469,Colombia,"Plato_8, Plato_15",05/04/2023,02:57:00,05:22:00,137,0 days 01:50:00,0 days 02:25:00,0 days 02:25:00,0 days 00:35:00,Si
469,17,Cliente_18,3,Mesero_4,Almuerzo,Tarjeta de crédito,47.46,Ocupada,470,Uruguay,"Plato_7, Plato_4",05/04/2023,01:41:00,04:17:00,78,0 days 02:08:00,0 days 02:36:00,0 days 02:51:00,0 days 00:43:00,Si
470,7,Cliente_696,6,Mesero_4,Desayuno,Tarjeta de débito,28.49,Reservada,471,Perú,Plato_8,05/04/2023,03:36:00,05:38:00,105,0 days 02:51:00,0 days 02:02:00,0 days 02:02:00,-1 days +23:11:00,No
471,20,Cliente_704,2,Mesero_2,Almuerzo,Efectivo,36.79,Ocupada,472,Uruguay,"Plato_8, Plato_5",05/04/2023,03:57:00,06:52:00,114,0 days 02:26:00,0 days 02:55:00,0 days 03:10:00,0 days 00:44:00,Si
472,13,Cliente_720,4,Mesero_2,Almuerzo,Tarjeta de débito,15.63,Ocupada,473,Paraguay,"Plato_5, Plato_8",06/04/2023,03:36:00,07:04:00,79,0 days 01:52:00,0 days 03:28:00,0 days 03:43:00,0 days 01:51:00,Si
473,2,Cliente_624,6,Mesero_4,Almuerzo,Tarjeta de crédito,21.66,Libre,474,Perú,"Plato_18, Plato_9, Plato_17, Plato_16",06/04/2023,01:52:00,03:32:00,178,0 days 03:51:00,0 days 01:40:00,0 days 01:40:00,-1 days +21:49:00,No
474,18,Cliente_289,4,Mesero_5,Cena,Tarjeta de débito,19.55,Ocupada,475,Paraguay,"Plato_7, Plato_18",06/04/2023,03:17:00,05:50:00,174,0 days 01:45:00,0 days 02:33:00,0 days 02:48:00,0 days 01:03:00,Si
475,13,Cliente_434,2,Mesero_3,Desayuno,Tarjeta de débito,43.53,Ocupada,476,Paraguay,"Plato_7, Plato_18, Plato_15, Plato_20",06/04/2023,00:03:00,01:47:00,218,0 days 03:00:00,0 days 01:44:00,0 days 01:59:00,-1 days +22:59:00,No
476,8,Cliente_149,6,Mesero_4,Desayuno,Tarjeta de crédito,33.85,Reservada,477,Colombia,"Plato_18, Plato_14, Plato_7, Plato_13",06/04/2023,01:39:00,02:58:00,204,0 days 03:50:00,0 days 01:19:00,0 days 01:19:00,-1 days +21:29:00,No
477,7,Cliente_29,5,Mesero_1,Almuerzo,Efectivo,32.78,Ocupada,478,Bolivia,"Plato_2, Plato_9",06/04/2023,00:01:00,03:28:00,118,0 days 03:00:00,0 days 03:27:00,0 days 03:42:00,0 days 00:42:00,Si
478,1,Cliente_708,3,Mesero_3,Almuerzo,Tarjeta de débito,39.58,Reservada,479,Argentina,"Plato_4, Plato_18",06/04/2023,00:42:00,04:30:00,52,0 days 01:23:00,0 days 03:48:00,0 days 03:48:00,0 days 02:25:00,Si
479,1,Cliente_125,5,Mesero_5,Desayuno,Efectivo,18.63,Reservada,480,Uruguay,"Plato_8, Plato_6",06/04/2023,03:26:00,07:19:00,159,0 days 03:07:00,0 days 03:53:00,0 days 03:53:00,0 days 00:46:00,Si
480,9,Cliente_618,4,Mesero_1,Almuerzo,Tarjeta de crédito,42.02,Reservada,481,Perú,Plato_10,06/04/2023,01:57:00,04:43:00,52,0 days 01:56:00,0 days 02:46:00,0 days 02:46:00,0 days 00:50:00,Si
481,9,Cliente_115,4,Mesero_3,Desayuno,Tarjeta de crédito,18.84,Libre,482,Colombia,Plato_13,06/04/2023,00:41:00,02:59:00,63,0 days 01:03:00,0 days 02:18:00,0 days 02:18:00,0 days 01:15:00,Si
482,2,Cliente_527,4,Mesero_1,Almuerzo,Tarjeta de crédito,12.74,Reservada,483,Ecuador,Plato_6,06/04/2023,03:50:00,07:01:00,81,0 days 02:39:00,0 days 03:11:00,0 days 03:11:00,0 days 00:32:00,Si
483,18,Cliente_71,2,Mesero_4,Almuerzo,Tarjeta de crédito,22.76,Libre,484,Chile,Plato_1,06/04/2023,01:33:00,04:31:00,75,0 days 01:42:00,0 days 02:58:00,0 days 02:58:00,0 days 01:16:00,Si
484,6,Cliente_524,5,Mesero_5,Cena,Tarjeta de crédito,39.07,Reservada,485,Bolivia,"Plato_7, Plato_19",06/04/2023,01:00:00,02:52:00,144,0 days 03:01:00,0 days 01:52:00,0 days 01:52:00,-1 days +22:51:00,No
485,15,Cliente_437,3,Mesero_1,Desayuno,Tarjeta de débito,12.66,Ocupada,486,Colombia,"Plato_19, Plato_3, Plato_18, Plato_7",06/04/2023,02:47:00,06:12:00,150,0 days 01:06:00,0 days 03:25:00,0 days 03:40:00,0 days 02:34:00,Si
486,17,Cliente_946,1,Mesero_1,Almuerzo,Tarjeta de crédito,45.76,Ocupada,487,Paraguay,"Plato_18, Plato_17, Plato_5",06/04/2023,01:34:00,03:50:00,152,0 days 02:59:00,0 days 02:16:00,0 days 02:31:00,-1 days +23:32:00,No
487,10,Cliente_719,4,Mesero_3,Almuerzo,Tarjeta de débito,37.38,Libre,488,Argentina,"Plato_4, Plato_14, Plato_17",06/04/2023,00:00:00,01:58:00,185,0 days 05:54:00,0 days 01:58:00,0 days 01:58:00,-1 days +20:04:00,No
488,3,Cliente_354,1,Mesero_3,Desayuno,Tarjeta de crédito,22.27,Ocupada,489,Argentina,"Plato_20, Plato_14",06/04/2023,02:57:00,05:27:00,149,0 days 01:14:00,0 days 02:30:00,0 days 02:45:00,0 days 01:31:00,Si
489,1,Cliente_194,2,Mesero_5,Almuerzo,Tarjeta de crédito,26.79,Libre,490,Colombia,"Plato_10, Plato_15, Plato_18",06/04/2023,03:20:00,04:57:00,212,0 days 04:43:00,0 days 01:37:00,0 days 01:37:00,-1 days +20:54:00,No
490,7,Cliente_160,4,Mesero_4,Desayuno,Tarjeta de crédito,34.68,Ocupada,491,España,"Plato_9, Plato_2",06/04/2023,00:07:00,02:37:00,118,0 days 01:22:00,0 days 02:30:00,0 days 02:45:00,0 days 01:23:00,Si
491,4,Cliente_363,4,Mesero_1,Almuerzo,Tarjeta de crédito,16.62,Reservada,492,Colombia,"Plato_11, Plato_13, Plato_7",06/04/2023,01:03:00,04:36:00,210,0 days 02:01:00,0 days 03:33:00,0 days 03:33:00,0 days 01:32:00,Si
492,2,Cliente_140,2,Mesero_5,Almuerzo,Tarjeta de crédito,32.67,Ocupada,493,Perú,Plato_4,06/04/2023,00:31:00,01:46:00,54,0 days 00:24:00,0 days 01:15:00,0 days 01:30:00,0 days 01:06:00,Si
493,20,Cliente_546,5,Mesero_1,Desayuno,Tarjeta de crédito,11.85,Reservada,494,Paraguay,"Plato_15, Plato_19",06/04/2023,01:28:00,04:49:00,172,0 days 01:24:00,0 days 03:21:00,0 days 03:21:00,0 days 01:57:00,Si
494,11,Cliente_778,6,Mesero_2,Desayuno,Tarjeta de crédito,33.96,Libre,495,Venezuela,"Plato_20, Plato_6, Plato_16, Plato_11",06/04/2023,03:01:00,06:50:00,263,0 days 03:01:00,0 days 03:49:00,0 days 03:49:00,0 days 00:48:00,Si
495,1,Cliente_402,3,Mesero_1,Almuerzo,Tarjeta de crédito,39.42,Reservada,496,Argentina,"Plato_11, Plato_18, Plato_12, Plato_17",06/04/2023,02:34:00,06:22:00,223,0 days 04:21:00,0 days 03:48:00,0 days 03:48:00,-1 days +23:27:00,No
496,13,Cliente_784,6,Mesero_3,Almuerzo,Tarjeta de débito,29.93,Reservada,497,Argentina,"Plato_2, Plato_20",06/04/2023,03:30:00,06:58:00,150,0 days 01:42:00,0 days 03:28:00,0 days 03:28:00,0 days 01:46:00,Si
497,20,Cliente_259,3,Mesero_3,Almuerzo,Tarjeta de crédito,21.99,Libre,498,España,Plato_12,06/04/2023,00:17:00,03:46:00,19,0 days 00:32:00,0 days 03:29:00,0 days 03:29:00,0 days 02:57:00,Si
498,5,Cliente_919,5,Mesero_2,Cena,Tarjeta de débito,22.69,Reservada,499,Brasil,"Plato_10, Plato_2, Plato_1",06/04/2023,01:21:00,04:28:00,158,0 days 04:36:00,0 days 03:07:00,0 days 03:07:00,-1 days +22:31:00,No
499,4,Cliente_354,5,Mesero_4,Desayuno,Tarjeta de débito,37.62,Ocupada,500,Argentina,"Plato_6, Plato_5",06/04/2023,01:17:00,05:15:00,93,0 days 01:22:00,0 days 03:58:00,0 days 04:13:00,0 days 02:51:00,Si
500,7,Cliente_637,1,Mesero_1,Cena,Tarjeta de crédito,28.38,Ocupada,501,Venezuela,"Plato_20, Plato_13, Plato_16",06/04/2023,03:44:00,06:31:00,138,0 days 01:00:00,0 days 02:47:00,0 days 03:02:00,0 days 02:02:00,Si
501,5,Cliente_759,2,Mesero_5,Almuerzo,Tarjeta de crédito,32.9,Reservada,502,Bolivia,"Plato_5, Plato_4, Plato_11",06/04/2023,00:45:00,01:57:00,139,0 days 02:23:00,0 days 01:12:00,0 days 01:12:00,-1 days +22:49:00,No
502,3,Cliente_948,1,Mesero_3,Almuerzo,Tarjeta de crédito,35.84,Reservada,503,España,"Plato_20, Plato_12",06/04/2023,02:20:00,04:02:00,137,0 days 03:23:00,0 days 01:42:00,0 days 01:42:00,-1 days +22:19:00,No
503,2,Cliente_172,5,Mesero_5,Cena,Efectivo,31.31,Reservada,504,Brasil,Plato_6,06/04/2023,02:10:00,04:48:00,54,0 days 00:38:00,0 days 02:38:00,0 days 02:38:00,0 days 02:00:00,Si
504,5,Cliente_70,1,Mesero_2,Cena,Tarjeta de crédito,25.76,Reservada,505,Colombia,"Plato_20, Plato_1",06/04/2023,02:38:00,06:07:00,155,0 days 04:49:00,0 days 03:29:00,0 days 03:29:00,-1 days +22:40:00,No
505,18,Cliente_835,2,Mesero_3,Cena,Tarjeta de crédito,11.65,Ocupada,506,Paraguay,Plato_8,06/04/2023,02:01:00,04:02:00,70,0 days 00:10:00,0 days 02:01:00,0 days 02:16:00,0 days 02:06:00,Si
506,18,Cliente_989,4,Mesero_2,Desayuno,Tarjeta de crédito,43.42,Libre,507,Bolivia,"Plato_18, Plato_19",06/04/2023,03:26:00,04:30:00,210,0 days 03:27:00,0 days 01:04:00,0 days 01:04:00,-1 days +21:37:00,No
507,6,Cliente_821,1,Mesero_5,Almuerzo,Tarjeta de crédito,42.8,Reservada,508,Brasil,Plato_15,06/04/2023,02:50:00,06:35:00,32,0 days 00:34:00,0 days 03:45:00,0 days 03:45:00,0 days 03:11:00,Si
508,5,Cliente_977,3,Mesero_1,Desayuno,Tarjeta de crédito,16.26,Ocupada,509,Brasil,Plato_20,06/04/2023,03:12:00,06:02:00,80,0 days 01:34:00,0 days 02:50:00,0 days 03:05:00,0 days 01:31:00,Si
509,6,Cliente_509,4,Mesero_4,Almuerzo,Tarjeta de crédito,14.97,Libre,510,Paraguay,Plato_19,06/04/2023,03:32:00,04:33:00,36,0 days 00:48:00,0 days 01:01:00,0 days 01:01:00,0 days 00:13:00,Si
510,2,Cliente_951,1,Mesero_1,Almuerzo,Tarjeta de crédito,35.95,Libre,511,Argentina,"Plato_14, Plato_18",06/04/2023,01:38:00,03:23:00,137,0 days 01:30:00,0 days 01:45:00,0 days 01:45:00,0 days 00:15:00,Si
511,2,Cliente_285,1,Mesero_5,Almuerzo,Tarjeta de crédito,37.37,Ocupada,512,España,"Plato_3, Plato_19",06/04/2023,01:19:00,02:26:00,128,0 days 02:45:00,0 days 01:07:00,0 days 01:22:00,-1 days +22:37:00,No
512,8,Cliente_873,6,Mesero_3,Desayuno,Tarjeta de crédito,22.74,Ocupada,513,Bolivia,Plato_4,06/04/2023,01:28:00,04:51:00,54,0 days 02:48:00,0 days 03:23:00,0 days 03:38:00,0 days 00:50:00,Si
513,18,Cliente_819,5,Mesero_4,Almuerzo,Tarjeta de crédito,38.84,Libre,514,Chile,"Plato_10, Plato_12, Plato_3, Plato_15",06/04/2023,01:19:00,04:36:00,174,0 days 03:19:00,0 days 03:17:00,0 days 03:17:00,-1 days +23:58:00,No
514,19,Cliente_690,2,Mesero_2,Almuerzo,Tarjeta de crédito,43.79,Ocupada,515,Chile,Plato_4,06/04/2023,00:58:00,02:03:00,18,0 days 00:13:00,0 days 01:05:00,0 days 01:20:00,0 days 01:07:00,Si
515,7,Cliente_334,2,Mesero_4,Almuerzo,Tarjeta de crédito,20.85,Reservada,516,Paraguay,"Plato_12, Plato_14, Plato_3",06/04/2023,03:55:00,04:59:00,146,0 days 04:23:00,0 days 01:04:00,0 days 01:04:00,-1 days +20:41:00,No
516,4,Cliente_508,5,Mesero_4,Almuerzo,Efectivo,23.92,Reservada,517,Ecuador,"Plato_7, Plato_12, Plato_5",06/04/2023,01:35:00,05:30:00,103,0 days 02:33:00,0 days 03:55:00,0 days 03:55:00,0 days 01:22:00,Si
517,5,Cliente_830,6,Mesero_4,Desayuno,Tarjeta de crédito,18.48,Ocupada,518,Colombia,"Plato_11, Plato_5",06/04/2023,02:08:00,06:02:00,77,0 days 00:58:00,0 days 03:54:00,0 days 04:09:00,0 days 03:11:00,Si
518,6,Cliente_787,2,Mesero_5,Almuerzo,Tarjeta de crédito,34.59,Libre,519,Paraguay,"Plato_6, Plato_20, Plato_5",06/04/2023,00:48:00,03:49:00,245,0 days 06:52:00,0 days 03:01:00,0 days 03:01:00,-1 days +20:09:00,No
519,4,Cliente_616,4,Mesero_4,Cena,Tarjeta de crédito,43.99,Libre,520,Colombia,"Plato_9, Plato_18, Plato_17, Plato_2",06/04/2023,03:35:00,06:23:00,280,0 days 04:10:00,0 days 02:48:00,0 days 02:48:00,-1 days +22:38:00,No
