Número de Orden,Número de Mesa,Nombre del Plato,Descripción del Plato,Costo Unitario,Precio Unitario,Cantidad Ordenada,Tiempo de Preparación,Observaciones,Ganancia Bruta,Ganancia Neta,Porcentaje de Ganancia
497,13,Plato_2,Descripción del Plato_2,18,30,1,6,Sin cebolla,30,12,40.00%
497,13,Plato_20,Descripción del Plato_20,25,40,3,32,Sin cebolla,120,45,38.00%
498,20,Plato_12,Descripción del Plato_12,11,19,1,32,Ninguna,19,8,42.00%
499,5,Plato_10,Descripción del Plato_10,15,26,3,52,Ninguna,78,33,42.00%
499,5,Plato_2,Descripción del Plato_2,18,30,1,36,Sin cebolla,30,12,40.00%
499,5,Plato_1,Descripción del Plato_1,15,25,2,42,Sin cebolla,50,20,40.00%
500,4,Plato_6,Descripción del Plato_6,16,27,1,22,Sin cebolla,27,11,41.00%
500,4,Plato_5,Descripción del Plato_5,13,22,3,20,Ninguna,66,27,41.00%
501,7,Plato_20,Descripción del Plato_20,25,40,1,18,Sin cebolla,40,15,38.00%
501,7,Plato_13,Descripción del Plato_13,13,21,2,15,Sin cebolla,42,16,38.00%
501,7,Plato_16,Descripción del Plato_16,16,28,2,6,Ninguna,56,24,43.00%
502,5,Plato_5,Descripción del Plato_5,13,22,1,33,Ninguna,22,9,41.00%
502,5,Plato_4,Descripción del Plato_4,10,18,1,5,Ninguna,18,8,44.00%
502,5,Plato_11,Descripción del Plato_11,20,33,3,35,Sin cebolla,99,39,39.00%
503,3,Plato_20,Descripción del Plato_20,25,40,2,52,Ninguna,80,30,38.00%
503,3,Plato_12,Descripción del Plato_12,11,19,3,33,Sin cebolla,57,24,42.00%
504,2,Plato_6,Descripción del Plato_6,16,27,2,19,Ninguna,54,22,41.00%
505,5,Plato_20,Descripción del Plato_20,25,40,2,56,Ninguna,80,30,38.00%
505,5,Plato_1,Descripción del Plato_1,15,25,3,59,Ninguna,75,30,40.00%
506,18,Plato_8,Descripción del Plato_8,21,35,2,5,Sin cebolla,70,28,40.00%
507,18,Plato_18,Descripción del Plato_18,20,34,3,53,Ninguna,102,42,41.00%
507,18,Plato_19,Descripción del Plato_19,22,36,3,16,Sin cebolla,108,42,39.00%
508,6,Plato_15,Descripción del Plato_15,19,32,1,34,Sin cebolla,32,13,41.00%
509,5,Plato_20,Descripción del Plato_20,25,40,2,47,Ninguna,80,30,38.00%
510,6,Plato_19,Descripción del Plato_19,22,36,1,48,Ninguna,36,14,39.00%
511,2,Plato_14,Descripción del Plato_14,14,23,3,14,Ninguna,69,27,39.00%
511,2,Plato_18,Descripción del Plato_18,20,34,2,24,Ninguna,68,28,41.00%
512,2,Plato_3,Descripción del Plato_3,12,20,1,6,Sin cebolla,20,8,40.00%
512,2,Plato_19,Descripción del Plato_19,22,36,3,53,Sin cebolla,108,42,39.00%
513,8,Plato_4,Descripción del Plato_4,10,18,3,56,Sin cebolla,54,24,44.00%
514,18,Plato_10,Descripción del Plato_10,15,26,2,21,Ninguna,52,22,42.00%
514,18,Plato_12,Descripción del Plato_12,11,19,2,56,Sin cebolla,38,16,42.00%
514,18,Plato_3,Descripción del Plato_3,12,20,1,25,Sin cebolla,20,8,40.00%
514,18,Plato_15,Descripción del Plato_15,19,32,2,10,Ninguna,64,26,41.00%
515,19,Plato_4,Descripción del Plato_4,10,18,1,13,Sin cebolla,18,8,44.00%
516,7,Plato_12,Descripción del Plato_12,11,19,3,43,Ninguna,57,24,42.00%
516,7,Plato_14,Descripción del Plato_14,14,23,3,40,Ninguna,69,27,39.00%
516,7,Plato_3,Descripción del Plato_3,12,20,1,14,Ninguna,20,8,40.00%
517,4,Plato_7,Descripción del Plato_7,14,24,1,6,Ninguna,24,10,42.00%
517,4,Plato_12,Descripción del Plato_12,11,19,3,44,Ninguna,57,24,42.00%
517,4,Plato_5,Descripción del Plato_5,13,22,1,15,Sin cebolla,22,9,41.00%
518,5,Plato_11,Descripción del Plato_11,20,33,1,48,Ninguna,33,13,39.00%
518,5,Plato_5,Descripción del Plato_5,13,22,2,5,Sin cebolla,44,18,41.00%
519,6,Plato_6,Descripción del Plato_6,16,27,3,49,Ninguna,81,33,41.00%
519,6,Plato_20,Descripción del Plato_20,25,40,3,51,Sin cebolla,120,45,38.00%
519,6,Plato_5,Descripción del Plato_5,13,22,2,56,Ninguna,44,18,41.00%
520,4,Plato_9,Descripción del Plato_9,17,29,1,46,Ninguna,29,12,41.00%
520,4,Plato_18,Descripción del Plato_18,20,34,2,21,Ninguna,68,28,41.00%
520,4,Plato_17,Descripción del Plato_17,19,31,3,22,Sin cebolla,93,36,39.00%
520,4,Plato_2,Descripción del Plato_2,18,30,3,32,Ninguna,90,36,40.00%
521,18,Plato_1,Descripción del Plato_1,15,25,2,52,Sin cebolla,50,20,40.00%
521,18,Plato_9,Descripción del Plato_9,17,29,2,18,Ninguna,58,24,41.00%
521,18,Plato_18,Descripción del Plato_18,20,34,3,21,Sin cebolla,102,42,41.00%
522,2,Plato_16,Descripción del Plato_16,16,28,3,47,Sin cebolla,84,36,43.00%
523,4,Plato_6,Descripción del Plato_6,16,27,3,51,Ninguna,81,33,41.00%
524,16,Plato_5,Descripción del Plato_5,13,22,1,46,Sin cebolla,22,9,41.00%
524,16,Plato_6,Descripción del Plato_6,16,27,2,15,Ninguna,54,22,41.00%
525,16,Plato_14,Descripción del Plato_14,14,23,3,23,Sin cebolla,69,27,39.00%
525,16,Plato_8,Descripción del Plato_8,21,35,1,14,Ninguna,35,14,40.00%
525,16,Plato_17,Descripción del Plato_17,19,31,3,40,Sin cebolla,93,36,39.00%
526,4,Plato_11,Descripción del Plato_11,20,33,1,22,Ninguna,33,13,39.00%
527,19,Plato_6,Descripción del Plato_6,16,27,2,31,Ninguna,54,22,41.00%
528,14,Plato_3,Descripción del Plato_3,12,20,1,29,Ninguna,20,8,40.00%
528,14,Plato_20,Descripción del Plato_20,25,40,1,47,Ninguna,40,15,38.00%
528,14,Plato_4,Descripción del Plato_4,10,18,1,45,Sin cebolla,18,8,44.00%
529,1,Plato_18,Descripción del Plato_18,20,34,1,24,Sin cebolla,34,14,41.00%
529,1,Plato_19,Descripción del Plato_19,22,36,2,51,Ninguna,72,28,39.00%
529,1,Plato_14,Descripción del Plato_14,14,23,2,27,Sin cebolla,46,18,39.00%
529,1,Plato_16,Descripción del Plato_16,16,28,2,55,Ninguna,56,24,43.00%
530,7,Plato_4,Descripción del Plato_4,10,18,3,37,Sin cebolla,54,24,44.00%
530,7,Plato_16,Descripción del Plato_16,16,28,2,50,Sin cebolla,56,24,43.00%
530,7,Plato_1,Descripción del Plato_1,15,25,2,19,Ninguna,50,20,40.00%
531,9,Plato_13,Descripción del Plato_13,13,21,3,41,Ninguna,63,24,38.00%
531,9,Plato_20,Descripción del Plato_20,25,40,1,43,Ninguna,40,15,38.00%
531,9,Plato_4,Descripción del Plato_4,10,18,3,56,Sin cebolla,54,24,44.00%
531,9,Plato_9,Descripción del Plato_9,17,29,3,59,Sin cebolla,87,36,41.00%
532,13,Plato_13,Descripción del Plato_13,13,21,1,24,Sin cebolla,21,8,38.00%
532,13,Plato_10,Descripción del Plato_10,15,26,2,28,Ninguna,52,22,42.00%
532,13,Plato_15,Descripción del Plato_15,19,32,2,7,Sin cebolla,64,26,41.00%
533,1,Plato_3,Descripción del Plato_3,12,20,1,34,Ninguna,20,8,40.00%
533,1,Plato_13,Descripción del Plato_13,13,21,1,14,Sin cebolla,21,8,38.00%
534,1,Plato_7,Descripción del Plato_7,14,24,2,56,Sin cebolla,48,20,42.00%
534,1,Plato_9,Descripción del Plato_9,17,29,1,10,Sin cebolla,29,12,41.00%
534,1,Plato_8,Descripción del Plato_8,21,35,2,10,Ninguna,70,28,40.00%
535,15,Plato_20,Descripción del Plato_20,25,40,3,48,Sin cebolla,120,45,38.00%
535,15,Plato_9,Descripción del Plato_9,17,29,3,9,Ninguna,87,36,41.00%
535,15,Plato_7,Descripción del Plato_7,14,24,2,42,Ninguna,48,20,42.00%
535,15,Plato_13,Descripción del Plato_13,13,21,1,14,Ninguna,21,8,38.00%
536,9,Plato_4,Descripción del Plato_4,10,18,1,29,Sin cebolla,18,8,44.00%
536,9,Plato_9,Descripción del Plato_9,17,29,2,52,Ninguna,58,24,41.00%
536,9,Plato_14,Descripción del Plato_14,14,23,2,38,Ninguna,46,18,39.00%
536,9,Plato_2,Descripción del Plato_2,18,30,3,33,Ninguna,90,36,40.00%
537,18,Plato_13,Descripción del Plato_13,13,21,3,21,Sin cebolla,63,24,38.00%
538,14,Plato_2,Descripción del Plato_2,18,30,1,55,Sin cebolla,30,12,40.00%
538,14,Plato_14,Descripción del Plato_14,14,23,1,39,Ninguna,23,9,39.00%
538,14,Plato_11,Descripción del Plato_11,20,33,1,58,Sin cebolla,33,13,39.00%
538,14,Plato_16,Descripción del Plato_16,16,28,2,46,Ninguna,56,24,43.00%
539,18,Plato_2,Descripción del Plato_2,18,30,3,43,Sin cebolla,90,36,40.00%
539,18,Plato_6,Descripción del Plato_6,16,27,1,40,Sin cebolla,27,11,41.00%
539,18,Plato_9,Descripción del Plato_9,17,29,3,18,Ninguna,87,36,41.00%
539,18,Plato_4,Descripción del Plato_4,10,18,2,28,Ninguna,36,16,44.00%
540,6,Plato_4,Descripción del Plato_4,10,18,3,47,Ninguna,54,24,44.00%
540,6,Plato_8,Descripción del Plato_8,21,35,2,35,Ninguna,70,28,40.00%
541,19,Plato_12,Descripción del Plato_12,11,19,2,31,Ninguna,38,16,42.00%
541,19,Plato_11,Descripción del Plato_11,20,33,2,21,Ninguna,66,26,39.00%
541,19,Plato_9,Descripción del Plato_9,17,29,1,35,Ninguna,29,12,41.00%
541,19,Plato_14,Descripción del Plato_14,14,23,3,37,Ninguna,69,27,39.00%
542,9,Plato_18,Descripción del Plato_18,20,34,2,17,Sin cebolla,68,28,41.00%
542,9,Plato_10,Descripción del Plato_10,15,26,1,46,Ninguna,26,11,42.00%
542,9,Plato_6,Descripción del Plato_6,16,27,2,52,Sin cebolla,54,22,41.00%
543,19,Plato_16,Descripción del Plato_16,16,28,2,27,Sin cebolla,56,24,43.00%
543,19,Plato_6,Descripción del Plato_6,16,27,2,5,Ninguna,54,22,41.00%
543,19,Plato_15,Descripción del Plato_15,19,32,3,42,Sin cebolla,96,39,41.00%
544,7,Plato_8,Descripción del Plato_8,21,35,2,48,Ninguna,70,28,40.00%
545,20,Plato_11,Descripción del Plato_11,20,33,3,57,Sin cebolla,99,39,39.00%
545,20,Plato_17,Descripción del Plato_17,19,31,1,42,Sin cebolla,31,12,39.00%
546,5,Plato_15,Descripción del Plato_15,19,32,2,33,Sin cebolla,64,26,41.00%
546,5,Plato_16,Descripción del Plato_16,16,28,1,58,Sin cebolla,28,12,43.00%
547,9,Plato_17,Descripción del Plato_17,19,31,3,13,Ninguna,93,36,39.00%
547,9,Plato_11,Descripción del Plato_11,20,33,3,54,Sin cebolla,99,39,39.00%
547,9,Plato_8,Descripción del Plato_8,21,35,1,30,Sin cebolla,35,14,40.00%
548,4,Plato_18,Descripción del Plato_18,20,34,1,58,Sin cebolla,34,14,41.00%
548,4,Plato_17,Descripción del Plato_17,19,31,2,48,Sin cebolla,62,24,39.00%
549,12,Plato_1,Descripción del Plato_1,15,25,1,19,Ninguna,25,10,40.00%
549,12,Plato_8,Descripción del Plato_8,21,35,1,20,Sin cebolla,35,14,40.00%
549,12,Plato_18,Descripción del Plato_18,20,34,3,59,Ninguna,102,42,41.00%
550,1,Plato_2,Descripción del Plato_2,18,30,2,28,Sin cebolla,60,24,40.00%
550,1,Plato_7,Descripción del Plato_7,14,24,1,5,Ninguna,24,10,42.00%
550,1,Plato_3,Descripción del Plato_3,12,20,2,24,Ninguna,40,16,40.00%
551,4,Plato_2,Descripción del Plato_2,18,30,1,32,Sin cebolla,30,12,40.00%
551,4,Plato_3,Descripción del Plato_3,12,20,3,11,Ninguna,60,24,40.00%
551,4,Plato_4,Descripción del Plato_4,10,18,1,29,Ninguna,18,8,44.00%
551,4,Plato_13,Descripción del Plato_13,13,21,3,51,Sin cebolla,63,24,38.00%
552,11,Plato_20,Descripción del Plato_20,25,40,3,26,Sin cebolla,120,45,38.00%
552,11,Plato_13,Descripción del Plato_13,13,21,3,57,Sin cebolla,63,24,38.00%
552,11,Plato_3,Descripción del Plato_3,12,20,3,32,Sin cebolla,60,24,40.00%
553,14,Plato_2,Descripción del Plato_2,18,30,3,26,Sin cebolla,90,36,40.00%
553,14,Plato_1,Descripción del Plato_1,15,25,2,56,Ninguna,50,20,40.00%
553,14,Plato_5,Descripción del Plato_5,13,22,2,54,Ninguna,44,18,41.00%
553,14,Plato_12,Descripción del Plato_12,11,19,1,42,Sin cebolla,19,8,42.00%
554,10,Plato_14,Descripción del Plato_14,14,23,2,55,Sin cebolla,46,18,39.00%
554,10,Plato_20,Descripción del Plato_20,25,40,3,16,Ninguna,120,45,38.00%
555,20,Plato_2,Descripción del Plato_2,18,30,1,46,Ninguna,30,12,40.00%
556,9,Plato_5,Descripción del Plato_5,13,22,1,36,Ninguna,22,9,41.00%
556,9,Plato_4,Descripción del Plato_4,10,18,3,30,Sin cebolla,54,24,44.00%
557,7,Plato_15,Descripción del Plato_15,19,32,2,47,Sin cebolla,64,26,41.00%
557,7,Plato_13,Descripción del Plato_13,13,21,3,22,Sin cebolla,63,24,38.00%
557,7,Plato_1,Descripción del Plato_1,15,25,2,38,Ninguna,50,20,40.00%
558,6,Plato_15,Descripción del Plato_15,19,32,3,56,Ninguna,96,39,41.00%
558,6,Plato_1,Descripción del Plato_1,15,25,2,54,Sin cebolla,50,20,40.00%
558,6,Plato_11,Descripción del Plato_11,20,33,1,57,Ninguna,33,13,39.00%
559,11,Plato_11,Descripción del Plato_11,20,33,3,41,Sin cebolla,99,39,39.00%
560,6,Plato_4,Descripción del Plato_4,10,18,2,36,Sin cebolla,36,16,44.00%
560,6,Plato_1,Descripción del Plato_1,15,25,3,12,Sin cebolla,75,30,40.00%
561,4,Plato_4,Descripción del Plato_4,10,18,1,56,Sin cebolla,18,8,44.00%
561,4,Plato_14,Descripción del Plato_14,14,23,2,8,Sin cebolla,46,18,39.00%
562,20,Plato_20,Descripción del Plato_20,25,40,3,41,Ninguna,120,45,38.00%
562,20,Plato_9,Descripción del Plato_9,17,29,2,7,Ninguna,58,24,41.00%
562,20,Plato_7,Descripción del Plato_7,14,24,2,22,Ninguna,48,20,42.00%
562,20,Plato_17,Descripción del Plato_17,19,31,2,42,Sin cebolla,62,24,39.00%
563,12,Plato_6,Descripción del Plato_6,16,27,2,37,Sin cebolla,54,22,41.00%
564,9,Plato_19,Descripción del Plato_19,22,36,1,7,Sin cebolla,36,14,39.00%
564,9,Plato_20,Descripción del Plato_20,25,40,2,36,Sin cebolla,80,30,38.00%
564,9,Plato_3,Descripción del Plato_3,12,20,2,11,Sin cebolla,40,16,40.00%
565,3,Plato_15,Descripción del Plato_15,19,32,3,19,Ninguna,96,39,41.00%
565,3,Plato_4,Descripción del Plato_4,10,18,3,53,Sin cebolla,54,24,44.00%
565,3,Plato_11,Descripción del Plato_11,20,33,2,21,Sin cebolla,66,26,39.00%
565,3,Plato_8,Descripción del Plato_8,21,35,1,5,Sin cebolla,35,14,40.00%
566,4,Plato_10,Descripción del Plato_10,15,26,3,56,Ninguna,78,33,42.00%
567,15,Plato_16,Descripción del Plato_16,16,28,2,9,Ninguna,56,24,43.00%
567,15,Plato_11,Descripción del Plato_11,20,33,2,34,Sin cebolla,66,26,39.00%
567,15,Plato_18,Descripción del Plato_18,20,34,2,18,Ninguna,68,28,41.00%
567,15,Plato_13,Descripción del Plato_13,13,21,3,41,Sin cebolla,63,24,38.00%
568,5,Plato_18,Descripción del Plato_18,20,34,3,40,Ninguna,102,42,41.00%
568,5,Plato_20,Descripción del Plato_20,25,40,2,44,Sin cebolla,80,30,38.00%
569,12,Plato_18,Descripción del Plato_18,20,34,2,26,Ninguna,68,28,41.00%
569,12,Plato_13,Descripción del Plato_13,13,21,3,32,Sin cebolla,63,24,38.00%
570,1,Plato_11,Descripción del Plato_11,20,33,1,38,Ninguna,33,13,39.00%
570,1,Plato_10,Descripción del Plato_10,15,26,2,8,Sin cebolla,52,22,42.00%
571,15,Plato_6,Descripción del Plato_6,16,27,2,26,Ninguna,54,22,41.00%
572,19,Plato_2,Descripción del Plato_2,18,30,1,34,Sin cebolla,30,12,40.00%
572,19,Plato_5,Descripción del Plato_5,13,22,2,10,Sin cebolla,44,18,41.00%
573,7,Plato_13,Descripción del Plato_13,13,21,3,41,Ninguna,63,24,38.00%
573,7,Plato_18,Descripción del Plato_18,20,34,3,28,Sin cebolla,102,42,41.00%
574,20,Plato_10,Descripción del Plato_10,15,26,3,50,Sin cebolla,78,33,42.00%
574,20,Plato_19,Descripción del Plato_19,22,36,2,40,Ninguna,72,28,39.00%
574,20,Plato_4,Descripción del Plato_4,10,18,2,37,Sin cebolla,36,16,44.00%
574,20,Plato_13,Descripción del Plato_13,13,21,1,41,Sin cebolla,21,8,38.00%
575,15,Plato_4,Descripción del Plato_4,10,18,1,44,Ninguna,18,8,44.00%
576,9,Plato_11,Descripción del Plato_11,20,33,1,46,Ninguna,33,13,39.00%
576,9,Plato_17,Descripción del Plato_17,19,31,3,32,Ninguna,93,36,39.00%
576,9,Plato_19,Descripción del Plato_19,22,36,3,37,Sin cebolla,108,42,39.00%
577,5,Plato_4,Descripción del Plato_4,10,18,1,10,Sin cebolla,18,8,44.00%
577,5,Plato_5,Descripción del Plato_5,13,22,1,15,Ninguna,22,9,41.00%
578,11,Plato_2,Descripción del Plato_2,18,30,3,44,Ninguna,90,36,40.00%
579,9,Plato_1,Descripción del Plato_1,15,25,2,48,Ninguna,50,20,40.00%
580,10,Plato_11,Descripción del Plato_11,20,33,1,30,Ninguna,33,13,39.00%
581,18,Plato_11,Descripción del Plato_11,20,33,1,15,Ninguna,33,13,39.00%
581,18,Plato_2,Descripción del Plato_2,18,30,3,40,Ninguna,90,36,40.00%
582,3,Plato_6,Descripción del Plato_6,16,27,2,42,Sin cebolla,54,22,41.00%
583,9,Plato_12,Descripción del Plato_12,11,19,3,15,Ninguna,57,24,42.00%
583,9,Plato_4,Descripción del Plato_4,10,18,1,11,Ninguna,18,8,44.00%
583,9,Plato_7,Descripción del Plato_7,14,24,2,29,Sin cebolla,48,20,42.00%
583,9,Plato_20,Descripción del Plato_20,25,40,3,50,Sin cebolla,120,45,38.00%
584,9,Plato_13,Descripción del Plato_13,13,21,1,57,Sin cebolla,21,8,38.00%
584,9,Plato_17,Descripción del Plato_17,19,31,2,34,Ninguna,62,24,39.00%
584,9,Plato_16,Descripción del Plato_16,16,28,2,23,Ninguna,56,24,43.00%
585,3,Plato_15,Descripción del Plato_15,19,32,1,35,Sin cebolla,32,13,41.00%
585,3,Plato_8,Descripción del Plato_8,21,35,1,8,Sin cebolla,35,14,40.00%
585,3,Plato_4,Descripción del Plato_4,10,18,2,22,Ninguna,36,16,44.00%
585,3,Plato_1,Descripción del Plato_1,15,25,1,30,Sin cebolla,25,10,40.00%
586,17,Plato_11,Descripción del Plato_11,20,33,3,47,Sin cebolla,99,39,39.00%
586,17,Plato_7,Descripción del Plato_7,14,24,3,45,Ninguna,72,30,42.00%
587,7,Plato_7,Descripción del Plato_7,14,24,2,43,Sin cebolla,48,20,42.00%
588,15,Plato_10,Descripción del Plato_10,15,26,1,25,Sin cebolla,26,11,42.00%
588,15,Plato_1,Descripción del Plato_1,15,25,3,12,Sin cebolla,75,30,40.00%
589,10,Plato_14,Descripción del Plato_14,14,23,1,45,Ninguna,23,9,39.00%
589,10,Plato_18,Descripción del Plato_18,20,34,3,59,Ninguna,102,42,41.00%
589,10,Plato_13,Descripción del Plato_13,13,21,3,7,Ninguna,63,24,38.00%
589,10,Plato_15,Descripción del Plato_15,19,32,3,9,Ninguna,96,39,41.00%
590,3,Plato_18,Descripción del Plato_18,20,34,3,43,Sin cebolla,102,42,41.00%
590,3,Plato_3,Descripción del Plato_3,12,20,1,21,Sin cebolla,20,8,40.00%
591,11,Plato_20,Descripción del Plato_20,25,40,3,51,Ninguna,120,45,38.00%
592,5,Plato_5,Descripción del Plato_5,13,22,2,59,Ninguna,44,18,41.00%
592,5,Plato_1,Descripción del Plato_1,15,25,2,42,Ninguna,50,20,40.00%
593,17,Plato_20,Descripción del Plato_20,25,40,1,30,Ninguna,40,15,38.00%
593,17,Plato_17,Descripción del Plato_17,19,31,1,8,Ninguna,31,12,39.00%
593,17,Plato_11,Descripción del Plato_11,20,33,2,5,Sin cebolla,66,26,39.00%
593,17,Plato_19,Descripción del Plato_19,22,36,2,5,Ninguna,72,28,39.00%
594,17,Plato_11,Descripción del Plato_11,20,33,1,5,Ninguna,33,13,39.00%
594,17,Plato_5,Descripción del Plato_5,13,22,3,44,Ninguna,66,27,41.00%
594,17,Plato_3,Descripción del Plato_3,12,20,2,49,Ninguna,40,16,40.00%
595,9,Plato_13,Descripción del Plato_13,13,21,2,5,Ninguna,42,16,38.00%
595,9,Plato_2,Descripción del Plato_2,18,30,1,44,Sin cebolla,30,12,40.00%
596,18,Plato_14,Descripción del Plato_14,14,23,2,47,Sin cebolla,46,18,39.00%
596,18,Plato_7,Descripción del Plato_7,14,24,2,50,Sin cebolla,48,20,42.00%
596,18,Plato_15,Descripción del Plato_15,19,32,3,42,Sin cebolla,96,39,41.00%
596,18,Plato_1,Descripción del Plato_1,15,25,2,19,Ninguna,50,20,40.00%
597,16,Plato_16,Descripción del Plato_16,16,28,1,39,Sin cebolla,28,12,43.00%
597,16,Plato_4,Descripción del Plato_4,10,18,1,55,Sin cebolla,18,8,44.00%
597,16,Plato_20,Descripción del Plato_20,25,40,2,39,Sin cebolla,80,30,38.00%
597,16,Plato_7,Descripción del Plato_7,14,24,1,8,Sin cebolla,24,10,42.00%
598,9,Plato_10,Descripción del Plato_10,15,26,2,44,Ninguna,52,22,42.00%
598,9,Plato_15,Descripción del Plato_15,19,32,2,22,Ninguna,64,26,41.00%
598,9,Plato_17,Descripción del Plato_17,19,31,3,15,Ninguna,93,36,39.00%
599,11,Plato_18,Descripción del Plato_18,20,34,2,5,Ninguna,68,28,41.00%
599,11,Plato_17,Descripción del Plato_17,19,31,1,49,Ninguna,31,12,39.00%
599,11,Plato_8,Descripción del Plato_8,21,35,2,54,Ninguna,70,28,40.00%
600,14,Plato_16,Descripción del Plato_16,16,28,3,22,Sin cebolla,84,36,43.00%
600,14,Plato_2,Descripción del Plato_2,18,30,2,43,Ninguna,60,24,40.00%
601,13,Plato_20,Descripción del Plato_20,25,40,2,11,Sin cebolla,80,30,38.00%
601,13,Plato_16,Descripción del Plato_16,16,28,3,28,Ninguna,84,36,43.00%
601,13,Plato_14,Descripción del Plato_14,14,23,1,44,Sin cebolla,23,9,39.00%
601,13,Plato_8,Descripción del Plato_8,21,35,3,32,Ninguna,105,42,40.00%
602,12,Plato_8,Descripción del Plato_8,21,35,2,56,Ninguna,70,28,40.00%
602,12,Plato_5,Descripción del Plato_5,13,22,3,58,Ninguna,66,27,41.00%
602,12,Plato_2,Descripción del Plato_2,18,30,3,12,Ninguna,90,36,40.00%
602,12,Plato_20,Descripción del Plato_20,25,40,1,36,Sin cebolla,40,15,38.00%
603,19,Plato_17,Descripción del Plato_17,19,31,2,17,Ninguna,62,24,39.00%
604,14,Plato_8,Descripción del Plato_8,21,35,3,42,Ninguna,105,42,40.00%
605,19,Plato_3,Descripción del Plato_3,12,20,1,47,Ninguna,20,8,40.00%
605,19,Plato_20,Descripción del Plato_20,25,40,1,24,Sin cebolla,40,15,38.00%
605,19,Plato_8,Descripción del Plato_8,21,35,2,55,Sin cebolla,70,28,40.00%
605,19,Plato_2,Descripción del Plato_2,18,30,3,50,Sin cebolla,90,36,40.00%
606,1,Plato_1,Descripción del Plato_1,15,25,2,47,Ninguna,50,20,40.00%
606,1,Plato_6,Descripción del Plato_6,16,27,3,48,Sin cebolla,81,33,41.00%
606,1,Plato_10,Descripción del Plato_10,15,26,2,50,Sin cebolla,52,22,42.00%
607,10,Plato_20,Descripción del Plato_20,25,40,1,25,Ninguna,40,15,38.00%
607,10,Plato_16,Descripción del Plato_16,16,28,1,44,Ninguna,28,12,43.00%
608,7,Plato_9,Descripción del Plato_9,17,29,1,45,Ninguna,29,12,41.00%
609,1,Plato_15,Descripción del Plato_15,19,32,1,27,Sin cebolla,32,13,41.00%
610,19,Plato_10,Descripción del Plato_10,15,26,1,39,Sin cebolla,26,11,42.00%
610,19,Plato_4,Descripción del Plato_4,10,18,1,8,Ninguna,18,8,44.00%
611,13,Plato_13,Descripción del Plato_13,13,21,2,53,Sin cebolla,42,16,38.00%
611,13,Plato_19,Descripción del Plato_19,22,36,1,30,Sin cebolla,36,14,39.00%
612,11,Plato_6,Descripción del Plato_6,16,27,1,26,Ninguna,27,11,41.00%
612,11,Plato_19,Descripción del Plato_19,22,36,3,37,Ninguna,108,42,39.00%
612,11,Plato_16,Descripción del Plato_16,16,28,2,15,Ninguna,56,24,43.00%
612,11,Plato_3,Descripción del Plato_3,12,20,2,51,Ninguna,40,16,40.00%
613,1,Plato_12,Descripción del Plato_12,11,19,3,41,Sin cebolla,57,24,42.00%
613,1,Plato_14,Descripción del Plato_14,14,23,3,23,Sin cebolla,69,27,39.00%
613,1,Plato_4,Descripción del Plato_4,10,18,3,31,Sin cebolla,54,24,44.00%
613,1,Plato_8,Descripción del Plato_8,21,35,3,57,Sin cebolla,105,42,40.00%
614,19,Plato_7,Descripción del Plato_7,14,24,3,50,Ninguna,72,30,42.00%
615,7,Plato_17,Descripción del Plato_17,19,31,3,50,Ninguna,93,36,39.00%
615,7,Plato_14,Descripción del Plato_14,14,23,3,43,Ninguna,69,27,39.00%
615,7,Plato_1,Descripción del Plato_1,15,25,3,41,Ninguna,75,30,40.00%
615,7,Plato_15,Descripción del Plato_15,19,32,3,22,Sin cebolla,96,39,41.00%
616,4,Plato_7,Descripción del Plato_7,14,24,3,33,Ninguna,72,30,42.00%
616,4,Plato_2,Descripción del Plato_2,18,30,2,14,Sin cebolla,60,24,40.00%
617,13,Plato_10,Descripción del Plato_10,15,26,2,18,Sin cebolla,52,22,42.00%
617,13,Plato_2,Descripción del Plato_2,18,30,3,33,Sin cebolla,90,36,40.00%
618,3,Plato_15,Descripción del Plato_15,19,32,2,6,Sin cebolla,64,26,41.00%
618,3,Plato_17,Descripción del Plato_17,19,31,3,35,Ninguna,93,36,39.00%
618,3,Plato_4,Descripción del Plato_4,10,18,3,24,Ninguna,54,24,44.00%
618,3,Plato_19,Descripción del Plato_19,22,36,3,53,Ninguna,108,42,39.00%
619,6,Plato_6,Descripción del Plato_6,16,27,2,40,Ninguna,54,22,41.00%
619,6,Plato_10,Descripción del Plato_10,15,26,3,56,Sin cebolla,78,33,42.00%
620,16,Plato_12,Descripción del Plato_12,11,19,3,40,Sin cebolla,57,24,42.00%
621,5,Plato_8,Descripción del Plato_8,21,35,3,8,Sin cebolla,105,42,40.00%
622,7,Plato_17,Descripción del Plato_17,19,31,3,53,Ninguna,93,36,39.00%
622,7,Plato_16,Descripción del Plato_16,16,28,1,25,Ninguna,28,12,43.00%
623,13,Plato_5,Descripción del Plato_5,13,22,2,23,Ninguna,44,18,41.00%
623,13,Plato_8,Descripción del Plato_8,21,35,2,59,Ninguna,70,28,40.00%
623,13,Plato_1,Descripción del Plato_1,15,25,1,20,Ninguna,25,10,40.00%
623,13,Plato_15,Descripción del Plato_15,19,32,3,43,Sin cebolla,96,39,41.00%
624,1,Plato_19,Descripción del Plato_19,22,36,1,19,Sin cebolla,36,14,39.00%
624,1,Plato_7,Descripción del Plato_7,14,24,1,45,Ninguna,24,10,42.00%
